restaurant,cuisine,stars,long,lat,lower_price,higher_price
HRiSHi,Modern Cuisine,1,-2.9108806,54.3544376,94.5,119.7
Rogan & Co,Creative British,1,-2.8976755,54.286108,50.4,75.6
Paul Ainsworth at No.6,Modern Cuisine,1,-4.9398507,50.541273,138.6,138.6
Ynyshir,Creative,1,-3.8548131,52.5951801,378.0,378.0
Outlaw's Fish Kitchen,Seafood,1,-4.8316638,50.5915995,100.8,100.8
Outlaw's New Road,Seafood,1,-4.828714829985408,50.5941778,100.8,100.8
Hjem,Scandinavian,1,-2.1327024,55.0155239,107.1,107.1
Beach House,Modern Cuisine,1,-4.154113002741758,51.5610613,78.12,119.7
Fraiche,Creative,1,-3.0445578,53.3806232,73.08,144.9
Thomas Carr 1873,Seafood,1,-4.1181326,51.209572,119.7,119.7
House of Tides,Modern Cuisine,1,-1.703154,54.9881324,107.1,138.6
Northcote,Modern British,1,-2.4499377,53.8125251,56.7,119.7
Bare,Innovative,1,5.3261804,60.3938673,121.5,121.5
White Swan,Modern British,1,-2.2509958,53.8392694,60.48,75.6
The Angel,Modern Cuisine,1,-2.0618758,54.0247454,95.76,123.48
mana,Creative British,1,-2.2279954,53.4848285,195.3,195.3
Masons Arms,Classic French,1,-3.6720459,50.9952977,37.8,75.6
Shaun Rankin at Grantley Hall,Modern British,1,-1.5213194,54.1368788,88.2,163.8
Walnut Tree,Modern British,1,-2.96401888604916,51.84328,44.1,75.6
The Man Behind The Curtain,Creative,1,-1.5394324,53.7983253,110.88,166.32
Elephant,Modern British,1,-3.5211361,50.4652392,37.8,107.1
Lympstone Manor,Modern Cuisine,1,-3.4197468,50.6418105,81.9,201.6
Black Swan,Creative British,1,-1.1881633,54.2135486,170.1,189.0
Pensons,Modern Cuisine,1,-2.58703382381113,52.3012211,56.7,94.5
Star Inn at Harome,Modern British,1,-1.0087048,54.2292531,52.92,119.7
The Whitebrook,Creative British,1,-2.6710195,51.7581071,59.22,119.7
Roots,Modern Cuisine,1,-1.0883887,53.962931,119.7,138.6
Bulrush,Modern British,1,-2.597987362142851,51.462738,81.9,88.2
Paco Tapas,Spanish,1,-2.5940032,51.4475124,31.5,75.6
Casamia,Creative,1,-2.5940292,51.4472332,226.8,226.8
Simpsons,Modern Cuisine,1,-1.923013911827284,52.46837765,69.3,144.9
Opheem,Indian,1,-1.9073473,52.481359,69.3,144.9
Purnell's,Modern Cuisine,1,-1.90182777412327,52.4826617,56.7,124.74
Adam's,Modern Cuisine,1,-1.901414487873565,52.4797973,56.7,157.5
Carters of Moseley,Modern British,1,-1.8840647,52.4460549,113.4,157.5
Le Champignon Sauvage,Modern Cuisine,1,-2.0819695,51.8918703,52.92,98.28
Olive Tree,Modern Cuisine,1,-2.3596963,51.3813864,50.4,151.2
Peel's,Creative British,1,-1.70579468920218,52.4257336999999,138.6,138.6
Osip,Modern British,1,-2.456813405890474,51.11097665,68.04,138.6
Restaurant Hywel Jones by Lucknam Park,Modern British,1,-2.2570045,51.4400254,138.6,138.6
Bybrook,Modern British,1,-2.2291489,51.4935309,138.6,138.6
Pipe and Glass,Modern British,1,-0.532657,53.895478,39.06,80.64
Salt,Modern British,1,-1.709022,52.189851,60.48,107.1
The Cross at Kenilworth,British Contemporary,1,-1.5798534,52.3504218,44.1,81.9
alchemilla,Modern British,1,-1.1655568,52.9550334,107.1,138.6
Winteringham Fields,Modern Cuisine,1,-0.588321,53.6868219,81.9,119.7
Aigue Marine,Creative,1,-3.2319779,48.784201,29.4,126.0
Sabi Omakase,Sushi,1,5.7433563,58.9699936,152.1,152.1
John's House,Modern Cuisine,1,-1.1459141,52.7329609,42.84,107.1
The Royal Oak,Modern British,1,-1.5629542,52.1002138,56.7,88.2
Hambleton Hall,Classic Cuisine,1,-0.6701073,52.6586191,60.48,104.58
Nut Tree,Modern British,1,-1.1515581,51.8371235,76.86,100.8
The Woodspeen,Modern Cuisine,1,-1.3242212,51.4020243,41.58,113.4
Bohemia,Modern Cuisine,1,-2.10263931589832,49.181426371962,56.7,124.74
L'Ortolan,Modern Cuisine,1,-0.9529395,51.4081503,75.6,115.92
The Coach,Modern British,1,-0.7779098,51.5712405,35.28,63.0
Crown,Classic Cuisine,1,-0.7917168,51.5250122,47.88,61.74
Artichoke,Modern British,1,-0.6163335,51.6665527,69.3,107.1
Hinds Head,Traditional British,1,-0.7014478,51.5071976,65.52,108.36
Latymer,Modern Cuisine,1,-0.7070649,51.3519082,107.1,163.8
Coworth Park,Modern Cuisine,1,-0.6248543,51.4093353,81.9,123.48
The Neptune,Modern Cuisine,1,0.5073734,52.9509841,85.68,107.1
Tony Parkin at The Tudor Room,Modern Cuisine,1,-0.5456041,51.4245195,69.3,151.2
Clock House,Modern Cuisine,1,-0.4926613,51.3001408,63.0,138.6
The Glasshouse,Modern Cuisine,1,-0.2858162,51.4770322,56.7,75.6
Castel Marie-Louise,Modern Cuisine,1,-2.4080358,47.2816675,79.8,131.25
Dysart Petersham,Modern Cuisine,1,-0.300197883853917,51.4465753,56.7,119.7
La Trompette,Modern British,1,-0.1856372538778882,51.3543619,56.7,81.9
Endo at The Rotunda,Japanese,1,-0.2255364,51.5106092,245.7,245.7
River Café,Italian,1,-0.2250211,51.4843242,93.24,107.1
Kitchen W8,Modern Cuisine,1,-0.196904,51.4990782,37.8,100.8
Harwood Arms,Modern British,1,-0.1978548,51.4822309,63.0,63.0
Côté Cuisine,Modern Cuisine,1,-3.0794428,47.5836629,29.4,73.5
Locanda Locatelli,Italian,1,-0.1572987,51.5150635,63.0,126.0
Trishna,Indian,1,-0.1530705,51.5183432,37.8,94.5
Sorrel,Modern British,1,-0.3344390135560142,51.22868255,63.0,132.3
Elystan Street,Modern British,1,-0.1677674,51.4916305,44.1,132.3
Marcus,Modern Cuisine,1,-0.1563944,51.5017036,69.3,157.5
Kai,Chinese,1,-0.1516042,51.5087664,73.08,151.2
Amaya,Indian,1,-0.1573206,51.4991905,36.54,103.32
Pétrus by Gordon Ramsay,French,1,-0.1568219651981128,51.49962225,69.3,151.2
Davies and Brook,Modern Cuisine,1,-0.146857,51.5129428,138.6,182.7
Five Fields,Modern Cuisine,1,-0.1612992,51.4917193,119.7,151.2
L'Amphitryon,Creative,1,-3.3660907,47.7477336,36.75,189.0
Portland,Modern Cuisine,1,-0.1427954014275039,51.5197754,49.14,81.9
Céleste,Modern Cuisine,1,-0.1526408,51.5027124,54.18,157.5
Murano,Italian,1,-0.1472746257731952,51.50711645,56.7,132.3
La Gouesnière - Maison Tirel-Guérin,Modern Cuisine,1,-1.8925099,48.6048797,47.25,131.25
Umu,Japanese,1,-0.1443836,51.511358,71.82,252.0
Hakkasan Mayfair,Chinese,1,-0.1446711,51.5105247,47.88,161.28
Benares,Indian,1,-0.1449671689854866,51.50987665,49.14,126.0
Pollen Street Social,Modern Cuisine,1,-0.1423314,51.513393,70.56,170.1
Muse,Creative,1,-0.1508716192658538,51.49947135,63.0,182.7
Above at HIDE,Modern British,1,-0.1443366,51.5061753,60.48,176.4
Pied à Terre,Creative,1,-0.1350850557398009,51.51910245,37.8,119.7
The Ninth,Mediterranean Cuisine,1,-0.1348252,51.5187999,44.1,74.34
Gymkhana,Indian,1,-0.1414863,51.5084811,44.1,113.4
Sabor,Spanish,1,-0.1396714,51.5113855,44.1,75.6
Ritz Restaurant,Modern British,1,-0.1414246027939941,51.5071911,70.56,144.9
Veeraswamy,Indian,1,-0.1379937323662253,51.50994435,37.8,98.28
Seven Park Place,Modern Cuisine,1,-0.1407782,51.5060639,44.1,119.7
Dining Room at The Goring,Traditional British,1,-0.1456737,51.4978054,65.52,98.28
Les Trois Rochers,Modern Cuisine,1,-4.1226148,47.8736394,57.75,120.75
Hostellerie de la Pointe St-Mathieu,Modern Cuisine,1,-4.7708997,48.3309033,51.45,110.25
Hakkasan Hanway Place,Chinese,1,-0.1317214,51.5171846,44.1,170.1
Barrafina,Spanish,1,-0.1326481,51.5140756,25.2,50.4
SO|LA,Californian,1,-0.1322442369469029,51.5130731,112.14,175.14
Ikoyi,Creative,1,-0.1333513,51.5092578,75.6,189.0
Quilon,Indian,1,-0.1375558,51.4987428,51.66,119.7
Chez Bruce,French,1,-0.1657808,51.4459105,63.0,81.9
Trinity,Modern Cuisine,1,-0.1414943,51.4634296,69.3,119.7
St John,Traditional British,1,-0.1012748389057864,51.5204809,40.32,63.0
Club Gascon,French,1,-0.1002516,51.5185662,113.4,157.5
Angler,Seafood,1,-0.0865258,51.5189016,47.88,126.0
Leroy,Modern British,1,-0.0812969,51.5243044,34.02,85.68
The Clove Club,Creative,1,-0.0791499,51.527045,81.9,182.7
Casa Fofō,Modern Cuisine,1,-0.0667219,51.5499544,56.7,56.7
City Social,Modern Cuisine,1,-0.0842029,51.5151388,75.6,98.28
Brat,Traditional British,1,-0.0764077,51.5243136,40.32,107.1
Lyle's,Modern British,1,-0.076932,51.5237636,44.1,99.54
Galvin La Chapelle,French,1,-0.0778547,51.5201345,54.18,119.7
Mãos,Innovative,1,-0.07522624363215746,51.5244892,214.2,214.2
Behind,Modern British,1,-0.0574012,51.5396866,52.92,93.24
La Mare aux Oiseaux,Creative,1,-2.2079456,47.3745251,65.1,126.0
Morston Hall,Modern British,1,0.9870095,52.9548932,144.9,144.9
Cornerstone,Seafood,1,-0.0253868,51.5441145,49.14,73.08
Restaurant Tristan,Modern British,1,-0.3257959,51.0614273,56.7,132.3
Omakase by Vladimir Pak,Sushi,1,10.728951,59.9142,166.5,166.5
Kontrast,Scandinavian,1,10.7501463,59.9257208,130.5,130.5
Statholdergaarden,Classic Cuisine,1,10.77572919405189,59.97239745,107.55,107.55
Interlude,Creative,1,-0.2605619,51.0198686,182.7,182.7
Holen,Market Cuisine,1,-1.6762611,48.1083454,60.9,102.9
La Table de La Butte,Modern Cuisine,1,-4.2984731,48.6111509,82.95,173.25
Under,Creative,1,7.1425006,58.0460295,220.5,220.5
Pea Porridge,Mediterranean Cuisine,1,0.7143756,52.2495446,37.8,94.5
Gravetye Manor,Modern British,1,-0.0491534,51.1046937,75.6,119.7
Intuition,Creative,1,-1.0990527,49.1147721,46.2,80.85
Jean-Marc Pérochon,Modern Cuisine,1,-1.8667453,46.6162515,29.4,121.8
La Robe,Modern Cuisine,1,-1.312169,46.9761793,25.2,80.85
L'Atlantide 1874 - Maison Guého,Modern Cuisine,1,-1.5779471,47.201305,52.5,136.5
À Contre Sens,Modern Cuisine,1,-0.3656483,49.1842896,32.55,75.6
The Sportsman,Modern British,1,0.9834153,51.3462974,81.9,81.9
L'Éveil des Sens,Modern Cuisine,1,-0.6083771,48.3060445,27.3,79.8
La Ville Blanche,Modern Cuisine,1,-3.4587994,48.7322183,57.75,102.9
Fordwich Arms,Modern Cuisine,1,1.1253071,51.2951414,68.04,239.4
Maison Tiegezh,Modern Cuisine,1,-2.124024128425427,47.90637515,40.95,97.65
La Table du Boisniard,Modern Cuisine,1,-0.9656904,46.9217539,50.4,89.25
hide and fox,Modern British,1,1.0773994,51.0803928,73.08,107.1
Le Mascaret,Creative,1,-1.583964593396889,49.06745795,27.3,111.3
Stark,Modern British,1,1.4409335,51.3566156,81.9,81.9
Brikéténia,Modern Cuisine,1,-1.6059684,43.4197265,39.9,113.4
La Table des Frères Ibarboure,Modern Cuisine,1,-1.598518,43.418387,57.75,136.5
La Renaissance,Modern Cuisine,1,-0.0223695,48.7428859,39.9,110.25
Le Bec au Cauchois,Creative,1,0.4919393,49.7445325,37.8,99.75
L'Impertinent,Creative,1,-1.5504442,43.486443,96.6,117.6
Le Patio,Modern Cuisine,1,-1.1507745,44.658976,57.75,136.5
G.a. au Manoir de Rétival,Modern Cuisine,1,0.7295094,49.5251051,105.0,262.5
Les Voiles d'Or,Modern Cuisine,1,1.102190220840641,49.9288804,37.8,89.25
L'Auberge de Bagatelle,Modern Cuisine,1,0.2355829,47.9994907,50.4,110.25
LuluRouget,Modern Cuisine,1,-1.562723596413029,47.20516809999999,36.75,105.0
L'Odas,Creative,1,1.0941265,49.4410988,40.95,136.5
Le Pavillon des Boulevards,Creative,1,-0.5927529,44.8532558,47.25,147.0
L'Oiseau Bleu,Modern Cuisine,1,-0.5528231,44.8443274,33.6,84.0
L'Opidom,Creative,1,0.6445854580213148,47.39265865,35.7,70.35
Auberge St-Jean,Creative,1,-0.1390412,44.8130455,65.1,92.4
Les Sources de Fontbelle,Creative,1,0.1417778,45.629057,36.75,96.6
Le Panoramique - Domaine de la Corniche,Modern Cuisine,1,1.6096999,49.0225794,51.45,102.9
Bij Jef,Classic Cuisine,1,4.7498261,53.0247894,131.25,131.25
Le Georges,Modern Cuisine,1,1.4841374,48.4438301,61.95,130.2
AIRrepublic,Seafood,1,3.4109833,51.3663357,96.6,159.6
Aux Pesked,Seafood,1,-2.763329,48.5220699,60.9,110.25
Moulin de la Tardoire,Modern Cuisine,1,0.4992422,45.6666688,26.25,72.45
Les Fresques,Modern Cuisine,1,0.3266247,44.7729963,49.35,126.0
Merlet,Modern Cuisine,1,4.6939819,52.7008899,68.25,120.75
Allium,Creative,1,-4.098443,47.9761071,35.7,123.9
bhoga,Creative,1,11.9662576,57.7066854,61.1,84.6
Spetters,Market Cuisine,1,3.5551696,51.3957804,50.4,136.5
Koka,Modern Cuisine,1,11.9656809,57.6978634,62.04,93.53
28+,Modern Cuisine,1,11.9739369,57.6981094,66.74,66.74
Le M,Modern Cuisine,1,-4.509191,48.4071803,54.6,126.0
Project,Modern Cuisine,1,11.9824312,57.69789685,84.13,84.13
SK Mat & Människor,Modern Cuisine,1,11.9833468,57.6968623,59.22,77.55
La Marine,Modern Cuisine,1,-1.7870469,49.3779892,69.3,126.0
Assa,Creative,1,1.3075307,47.5698728,67.2,126.0
Le Restaurant du Cerisier,Modern Cuisine,1,3.0643367,50.6420151,57.75,114.45
1912 - Les Cures Marines,Modern Cuisine,1,0.0775996,49.3665483,86.1,152.25
Apicius,Modern Cuisine,1,4.639675526200153,52.55883055,47.25,89.25
L'Or Q'idée,Modern Cuisine,1,2.0976419,49.0497665,69.3,87.15
Meliefste,Creative,1,3.8217163,51.5310535,68.25,136.5
Latour,Modern Cuisine,1,4.4337384,52.2473908,63.0,117.6
La Grange de Belle-Église,Classic Cuisine,1,2.2142641,49.1921604,28.35,175.35
Le Pavé d'Auge,Classic Cuisine,1,-0.0460321,49.1878748,47.25,88.2
Calla's,Creative French,1,4.3130678,52.0866309,45.15,120.75
L'Orée de la Forêt,Modern Cuisine,1,2.368688683047717,49.4145475,68.25,131.25
Val d'Auge,Modern Cuisine,1,3.096886,50.7025558,47.25,119.7
Le Petit Hôtel du Grand Large,Seafood,1,-3.1303304,47.5198497,63.0,105.0
Katseveer,Modern Cuisine,1,3.8972913,51.5301616,70.35,114.45
Le Kaïku,Modern Cuisine,1,-1.6644333,43.3885808,42.0,94.5
La Dune du Château de Sable,Modern Cuisine,1,-4.764175875441217,48.51483835000001,47.25,177.45
ML,Creative,1,4.63828246943409,52.38084242075,52.5,105.0
Olivijn,Creative,1,4.635658,52.3777908,59.85,109.2
La Table des Blot - Auberge du Château,Modern Cuisine,1,1.9852186,48.7044529,78.75,89.25
Ratatouille Food & Wine,Modern Cuisine,1,4.637603,52.3786756,73.5,157.5
Le Moulin de l'Abbaye,Modern Cuisine,1,0.6534882619772366,45.36212445,57.75,126.0
Cheval Blanc,Modern Cuisine,1,4.6288471,52.3602874,36.75,115.5
De Moerbei,Market Cuisine,1,4.5028721,52.1979528,55.65,102.9
La Table de la Bergerie,Modern Cuisine,1,-0.5502015,47.2759608,31.5,84.0
Aan de Zweth,Modern French,1,4.3156816,51.9774012,54.6,120.75
L'Essentiel,Modern Cuisine,1,0.7223744,45.1840601,51.45,115.5
L'Escarbille,Modern Cuisine,1,2.226856986721138,48.820207,44.1,87.15
Le Verbois,Modern Cuisine,1,2.439671620230308,49.1933853,78.75,168.0
Le Saint-James,Modern Cuisine,1,-0.5038909,44.8143918,57.75,168.0
Comice,Modern Cuisine,1,2.2761024,48.84952,84.0,115.5
La Scène Thélème,Modern Cuisine,1,2.2951581,48.8762593,58.8,138.6
Ithurria,Modern Cuisine,1,-1.4988117,43.3067215,51.45,98.7
Oxte,Mexican,1,2.2954072,48.8758951,57.75,99.75
L'Archeste,Creative,1,2.2781328,48.8617606,63.0,199.5
Étude,Modern Cuisine,1,2.2909156,48.8657634,47.25,157.5
L'Atelier de Joël Robuchon - Étoile,Creative,1,2.2967258,48.8726188,51.45,236.25
Le Chiberta,Creative,1,2.2978027,48.873534,51.45,126.0
Pages,Creative,1,2.2962,48.8708869,68.25,231.0
Shang Palace,Chinese,1,2.2934262,48.8637194,60.9,176.4
L'Oiseau Blanc,Modern Cuisine,1,2.2933072,48.870745,99.75,236.25
Le Hittau,Modern Cuisine,1,-1.2947564,43.6612141,37.8,96.6
La Tour des Vents,Modern Cuisine,1,0.4925,44.795,53.55,97.65
Agapé,Modern Cuisine,1,2.3069587,48.8849199,56.7,194.25
Jacques Faussat,Traditional Cuisine,1,2.3065399,48.8828583,44.1,68.25
La Table d'Hôtes - Le Quatrième Mur,Creative,1,-0.5747401,44.8423648,178.5,178.5
RON Gastrobar,Creative French,1,4.8567933,52.3521264,31.5,199.5
Le Faham by Kelly Rangama,Modern Cuisine,1,2.3117203,48.8856271,34.65,82.95
Daalder,Creative,1,4.8856647,52.3805171,39.9,141.75
Ochre,Modern Cuisine,1,2.1829283,48.877805,57.75,120.75
Apicius,Modern Cuisine,1,2.307241,48.8733394,99.75,315.0
The Millèn,Modern Cuisine,1,4.4715288,51.9225458,31.5,103.95
Trente-Trois,Modern Cuisine,1,2.3048038,48.8653431,71.4,123.9
L'Arôme,Modern Cuisine,1,2.308816,48.8731735,68.25,177.45
Wils,World Cuisine,1,4.546654956626573,52.38809995,47.25,94.5
Le Violon d'Ingres,Traditional Cuisine,1,2.301885,48.8582007,57.75,147.0
Le Village,Modern Cuisine,1,2.0941848,48.8672899,67.2,267.75
Le Pavillon,Creative,1,1.5920625,50.5214592,89.25,136.5
Alan Geaam,Creative,1,2.2923141,48.8714572,60.9,134.4
Nicolas Carro - Hôtel de Carantec,Modern Cuisine,1,-3.9129828,48.6701597,34.65,126.0
MOS,Creative French,1,4.89562561573729,52.3839027079263,47.25,99.75
Pertinence,Modern Cuisine,1,2.3034841,48.8570742,57.75,199.5
Joelia,Modern French,1,5.0221142,51.6540212,57.75,183.75
Vinkeles,Creative,1,6.0902362,52.7228733,105.0,184.8
Lasserre,Classic Cuisine,1,2.320041021720077,48.8588897,152.25,288.75
La Table Breizh Café,Modern Cuisine,1,-1.8518172,48.6708793,57.75,99.75
The Duchess,Mediterranean Cuisine,1,4.8893528,52.3728113,63.0,126.0
Fontevraud Le Restaurant,Creative,1,0.0524548,47.1795402,78.75,78.75
"114, Faubourg",Modern Cuisine,1,2.3145194,48.8717455,86.1,157.5
FG Food Labs,Creative,1,4.4794989,51.9262546,52.5,135.45
Tomy & Co,Modern Cuisine,1,2.3094544,48.860552,65.1,89.25
Racines,Modern Cuisine,1,-1.6826428,48.107016,36.75,78.75
Bougainville,Modern Cuisine,1,4.8932522,52.3725106,94.5,235.2
Divellec,Seafood,1,2.3113734,48.8609713,94.5,157.5
Au Souper Fin,Modern Cuisine,1,1.1383201,49.6209475,54.6,99.75
Amarone,Modern French,1,4.4834095,51.9224104,42.0,157.5
The White Room by Jacob Jan Boerma,Modern Cuisine,1,4.8943846,52.3727291,40.95,130.2
Tentazioni,Italian,1,-0.5816504,44.8435458,36.75,99.75
Pavyllon,Modern Cuisine,1,2.3156674,48.8659735,71.4,246.75
RIJKS®,Creative,1,4.8842926,52.3595984,47.25,126.0
Ima,Creative,1,-1.6844909,48.10743,57.75,162.75
Vermeer,Creative,1,4.9998548,52.3570996,73.5,105.0
Lastage,Creative,1,4.9024018,52.3754586,53.55,97.65
L'Écrin,French Contemporary,1,2.321366530739589,48.86762185,183.75,771.75
Le Colombier,Modern Cuisine,1,1.0488523,49.8707199,42.0,94.5
Loiseau Rive Gauche,Creative,1,2.3182935,48.8600405,51.45,134.4
Le Restaurant,Market Cuisine,1,4.8885121,52.3551744,73.5,94.5
Zeezout,Seafood,1,4.4775399,51.9062434,37.8,78.75
Château de Pray,Modern Cuisine,1,1.0175119,47.4238409,61.95,126.0
Graphite by Peter Gast,Creative,1,4.8982866,52.3664899,105.0,157.5
Château de Sully,Modern Cuisine,1,-0.6980539,49.3360079,72.45,124.95
Fitzgerald,Modern French,1,4.416524,51.9494641,35.7,157.5
Bolenius,Creative,1,4.8737039,52.3360706,51.45,147.0
Pilgrim,Modern Cuisine,1,2.3138853,48.8426266,47.25,157.5
Aida,Japanese,1,2.3187017,48.8501791,294.0,294.0
L'Arcane,Modern Cuisine,1,2.3420067,48.8893303,57.75,173.25
Gaya par Pierre Gagnaire,Modern Cuisine,1,2.3241172,48.8565429,56.7,126.0
Sinne,Modern Cuisine,1,4.89415682923004,52.3531435481453,47.25,99.75
La Pomme d'Api,Creative,1,-3.9871679,48.6843211,30.45,129.15
Terre-Mer au Domaine de Kerdrain,Modern Cuisine,1,-2.9886016,47.6677046,38.85,99.75
Helen,Seafood,1,2.304069,48.8750986,50.4,178.5
Jin,Japanese,1,2.3318236,48.8653408,141.75,299.25
Les Climats,Modern Cuisine,1,2.3282817,48.85884,51.45,147.0
Yamazato,Japanese,1,4.894117,52.3487287,157.5,199.5
L'Atelier de Joël Robuchon - St-Germain,Creative,1,2.3277224,48.8566675,94.5,183.75
Louis,Modern Cuisine,1,2.3387445,48.8750532,44.1,115.5
Ivan Vautier,Modern Cuisine,1,-0.3904011,49.1741016,40.95,126.0
Le Brittany,Modern Cuisine,1,-3.9729663,48.7245334,89.25,168.0
Quinsou,Creative,1,2.3254887,48.8476463,44.1,128.1
L'Innocence,Modern Cuisine,1,2.320041021720077,48.8588897,40.95,99.75
Le Manoir du Lys,Modern Cuisine,1,-0.4262463,48.5610724,78.75,126.0
Sushi B,Japanese,1,2.3374425,48.8677331,71.4,236.25
Moulin d'Alotz,Creative,1,-1.5343899,43.4206718,68.25,109.2
Les Rosiers,Modern Cuisine,1,-1.5515775,43.4684053,42.0,131.25
Accents Table Bourse,Modern Cuisine,1,2.3402797,48.8699222,40.95,78.75
Marcore,Modern Cuisine,1,2.3411464,48.8701366,99.75,126.0
MoSuke,Modern Cuisine,1,2.3224012,48.8362254,57.75,115.5
L'Orangerie,Modern Cuisine,1,2.3007762,48.8686738,89.25,173.25
Armani Ristorante,Italian,1,2.333172005022969,48.85350125,110.25,168.0
La Gourmandière - La Table d'Olivier,Modern Cuisine,1,-2.743623,47.6702242,65.1,99.75
Le Manoir de la Régate,Modern Cuisine,1,-1.5541362,47.2186371,31.5,99.75
NESO,Creative,1,2.347325,48.8761115,141.75,189.0
Abri,Modern Cuisine,1,2.3493071,48.877872,52.5,73.5
La Dame de Pic,Creative,1,2.3415098,48.8622641,94.5,173.25
Maximin Hellio,Modern Cuisine,1,0.0767223,49.358543,50.4,126.0
Pantagruel,Modern Cuisine,1,2.346187,48.8696824,36.75,76.65
L'Atelier Alexandre Bousquet,Modern Cuisine,1,-1.552726590666314,43.47114375,44.1,110.25
Yam'Tcha,Creative,1,2.3418997,48.8614744,157.5,157.5
Yoshinori,Modern Cuisine,1,2.3377928,48.8529964,52.5,157.5
Shabour,Creative,1,2.3490752,48.8659291,61.95,100.8
Benoit,Classic Cuisine,1,2.3500601,48.8584204,40.95,119.7
Logis de la Cadène,Modern Cuisine,1,-0.1558238234581498,44.8936269,46.2,110.25
Sola,Modern Cuisine,1,2.3483959,48.8515758,89.25,126.0
Oka,Creative,1,2.3460625,48.8400505,68.25,136.5
Gordon Ramsay au Trianon,Creative,1,2.120425390102785,48.81099125,123.9,208.95
Baieta,Mediterranean Cuisine,1,2.3522654,48.8501356,54.6,110.25
Nakatani,Modern Cuisine,1,2.3195757,48.8484024,71.4,173.25
ONA,Vegan,1,-1.1379928,44.767644,25.2,61.95
Posthoorn,Modern Cuisine,1,5.0373214,52.4570766,68.25,110.25
Le Sergent Recruteur,Modern Cuisine,1,2.3560348,48.8519787,51.45,158.55
Tour d'Argent,Modern Cuisine,1,2.3549148,48.84983,115.5,373.8
Mavrommatis,Greek,1,2.3513226,48.8405802,75.6,141.75
Le Rigmarole,Modern Cuisine,1,2.3690463,48.8651614,47.25,78.75
Anne,Contemporary,1,2.3659881,48.8561992,40.95,126.0
La Liégeoise,Modern Cuisine,1,1.606858207660098,50.7678985,56.7,94.5
Qui Plume la Lune,Modern Cuisine,1,2.3683962,48.8590678,63.0,126.0
Lucas Carton,Modern Cuisine,1,2.3230867,48.8695227,78.75,194.25
Un Parfum de Gourmandise,Creative,1,0.730002,45.1775947,36.75,84.0
Restaurant H,Creative,1,2.3679571,48.8544888,42.0,94.5
't Vlasbloemeken,Modern Cuisine,1,3.9702146,51.228964,45.15,127.05
Automne,Modern Cuisine,1,2.3821622,48.8547774,47.25,131.25
Septime,Modern Cuisine,1,2.3809063,48.8535973,63.0,99.75
Perceel,Creative,1,4.579397,51.9347521,52.5,126.0
L'Ours,Modern Cuisine,1,2.4364592,48.847646,63.0,126.0
Le Pily,Creative,1,-1.62313,49.6401312,36.75,81.9
Le Vieux Logis,Modern Cuisine,1,0.8314831,44.8757653,57.75,147.0
L'Anthocyane,Modern Cuisine,1,-3.460026527413451,48.7330325,31.5,89.25
Vista,Modern French,1,4.44357542551435,51.6963207811034,47.25,157.5
Choko Ona,Modern Cuisine,1,-1.448083,43.3411726,27.3,75.6
Le Jardin des Plumes,Creative,1,1.5255082,49.0755336,61.95,126.0
Palais Royal Restaurant,Creative,1,2.3384046,48.8648161,78.75,189.0
Grand Hôtel du Lion d'Or,Modern Cuisine,1,1.7438779,47.3602147,67.2,178.5
Mijn Keuken,Modern French,1,4.388024,51.5224384,47.25,105.0
De Nederlanden,Modern Cuisine,1,5.0325423,52.2301249,68.25,157.5
't Amsterdammertje,Creative,1,5.0215557,52.2098255,48.3,126.0
Solstice,Creative,1,2.345844,48.8402125,78.75,126.0
Avel Vor,Modern Cuisine,1,-3.3468754,47.706626,39.9,123.9
Tante Koosje,Modern French,1,5.0235044,52.2091221,59.85,135.45
Pieters Restaurant,Modern French,1,4.786976,51.9362748,44.1,105.0
Pertica,Creative,1,1.0674824,47.7907971,67.2,115.5
Ze Kitchen Galerie,Creative,1,2.3412924,48.8550903,50.4,120.75
De Burgemeester,Modern Cuisine,1,4.9145192,52.0619463,65.1,141.75
Frenchie,Modern Cuisine,1,2.3478985,48.8678207,59.85,99.75
L'Auberge Basque,Creative,1,-1.5504787,43.3557594,57.75,123.9
Michel Trama,Creative,1,0.7967216,44.187042,78.75,220.5
La Condesa,Creative,1,2.3427908,48.8785465,47.25,131.25
Soigné,Market Cuisine,1,5.1645654,52.2744856,64.05,92.4
Etoile,Creative,1,18.0437943,59.3494912,178.6,178.6
Pur' - Jean-François Rouquette,Creative,1,2.3305811,48.8688585,141.75,246.75
Agrikultur,Modern Cuisine,1,18.0568637,59.3493867,77.55,84.13
Sushi Sho,Japanese,1,18.049644,59.3413135,84.13,84.13
Domestic,Modern Cuisine,1,10.211504,56.159113,90.3,90.3
Gastromé,Modern Cuisine,1,10.209963,56.157812,126.0,126.0
Substans,Creative,1,10.2134046,56.1496278,63.0,63.0
Ekstedt,Modern Cuisine,1,18.0746845,59.3367693,74.73,74.73
Operakällaren,Classic Cuisine,1,18.072220443634,59.3300118,141.0,141.0
Frederikshøj,Creative,1,10.2128823,56.1303099,280.0,280.0
La Ribaudière,Creative,1,-0.2237568,45.6734485,58.8,128.1
L'Essentiel,Modern Cuisine,1,0.0781669,49.3617413,35.7,78.75
Dominique Bouchet,Classic Cuisine,1,2.3140327,48.8769416,60.9,152.25
